Date,000725.SZ-Open,000725.SZ-High,000725.SZ-Low,000725.SZ-Close,000725.SZ-Adj Close,000725.SZ-Volume,^DJI-Open,^DJI-High,^DJI-Low,^DJI-Close,^DJI-Adj Close,^DJI-Volume,^GSPC-Open,^GSPC-High,^GSPC-Low,^GSPC-Close,^GSPC-Adj Close,^GSPC-Volume,000001.SS-Open,000001.SS-High,000001.SS-Low,000001.SS-Close,000001.SS-Adj Close,000001.SS-Volume,000300.SS-Open,000300.SS-High,000300.SS-Low,000300.SS-Close,000300.SS-Adj Close,000300.SS-Volume,CNY=X-Open,CNY=X-High,CNY=X-Low,CNY=X-Close,CNY=X-Adj Close,HKDCNY=X-Open,HKDCNY=X-High,HKDCNY=X-Low,HKDCNY=X-Close,HKDCNY=X-Adj Close
2021-05-24,6.579999923706055,6.590000152587891,6.409999847412109,6.46999979019165,5.9329023361206055,780888048.0,34253.87109375,34472.51171875,34253.87109375,34393.98046875,34393.98046875,251010000.0,4170.16015625,4209.52001953125,4170.16015625,4197.0498046875,4197.0498046875,3684800000.0,3486.27001953125,3498.300048828125,3469.8701171875,3497.280029296875,3497.280029296875,289500.0,5138.81005859375,5155.58984375,5092.39013671875,5155.58984375,5155.58984375,126700.0,6.433199882507324,6.438399791717529,6.414000034332275,6.433199882507324,6.433199882507324,0.8276140093803406,0.8276140093803406,0.8242210149765015,0.8277109861373901,0.8277109861373901
2021-05-25,6.449999809265137,6.539999961853027,6.300000190734863,6.5,5.96041202545166,868946805.0,34428.66015625,34511.3515625,34266.03125,34312.4609375,34312.4609375,285760000.0,4205.93994140625,4213.419921875,4182.52001953125,4188.1298828125,4188.1298828125,4182250000.0,3502.5400390625,3584.580078125,3502.43994140625,3581.340087890625,3581.340087890625,341200.0,5165.0400390625,5324.35986328125,5161.52001953125,5318.47998046875,5318.47998046875,183000.0,6.418300151824951,6.418600082397461,6.39709997177124,6.418300151824951,6.418300151824951,0.8257219791412354,0.825760006904602,0.8225100040435791,0.8257219791412354,0.8257219791412354
2021-05-26,6.46999979019165,6.53000020980835,6.429999828338623,6.440000057220459,5.905392646789551,567790915.0,34336.33984375,34409.58984375,34271.44140625,34323.05078125,34323.05078125,258780000.0,4191.58984375,4202.60986328125,4184.10986328125,4195.990234375,4195.990234375,4420890000.0,3586.840087890625,3603.489990234375,3585.3701171875,3593.360107421875,3593.360107421875,342000.0,5326.1201171875,5344.27978515625,5308.740234375,5320.58984375,5320.58984375,169600.0,6.409999847412109,6.409999847412109,6.385900020599365,6.409999847412109,6.409999847412109,0.8248299956321716,0.8248699903488159,0.8214700222015381,0.8248299956321716,0.8248299956321716
2021-05-27,6.429999828338623,6.53000020980835,6.400000095367432,6.46999979019165,5.9329023361206055,569058558.0,34432.46875,34608.8203125,34389.23828125,34464.640625,34464.640625,520630000.0,4201.93994140625,4213.3798828125,4197.77978515625,4200.8798828125,4200.8798828125,6406310000.0,3585.72998046875,3626.360107421875,3579.260009765625,3608.85009765625,3608.85009765625,309600.0,5311.3701171875,5378.47998046875,5286.0498046875,5338.22998046875,5338.22998046875,148500.0,6.390699863433838,6.395899772644043,6.372000217437744,6.390699863433838,6.390699863433838,0.822380006313324,0.8227319717407227,0.8202250003814697,0.822380006313324,0.822380006313324
2021-05-28,6.480000019073486,6.489999771118164,6.269999980926514,6.300000190734863,5.77701473236084,1150775771.0,34558.5,34631.109375,34520.08984375,34529.44921875,34529.44921875,290850000.0,4210.77001953125,4218.35986328125,4203.56982421875,4204.10986328125,4204.10986328125,4649250000.0,3610.77001953125,3622.179931640625,3582.360107421875,3600.780029296875,3600.780029296875,349200.0,5338.72998046875,5360.27978515625,5288.64990234375,5321.08984375,5321.08984375,164600.0,6.381999969482422,6.383399963378906,6.359099864959717,6.381999969482422,6.381999969482422,0.8214250206947327,0.8215649724006653,0.8186740279197693,0.821382999420166,0.821382999420166
2021-05-31,6.28000020980835,6.360000133514404,6.260000228881836,6.320000171661377,5.795354843139648,565001598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.070068359375,3615.659912109375,3580.64990234375,3615.47998046875,3615.47998046875,331500.0,5318.080078125,5331.6298828125,5281.68994140625,5331.56982421875,5331.56982421875,144600.0,6.367400169372559,6.372900009155273,6.351799964904785,6.367400169372559,6.367400169372559,0.8194379806518555,0.8202430009841919,0.815388023853302,0.8194929957389832,0.8194929957389832
2021-06-01,6.329999923706055,6.369999885559082,6.269999980926514,6.360000133514404,5.832034111022949,514200957.0,34584.19140625,34849.3203125,34542.87109375,34575.30859375,34575.30859375,287700000.0,4216.52001953125,4234.1201171875,4197.58984375,4202.0400390625,4202.0400390625,5074670000.0,3608.60009765625,3626.070068359375,3581.909912109375,3624.7099609375,3624.7099609375,352800.0,5320.47021484375,5343.75,5269.259765625,5341.68017578125,5341.68017578125,143800.0,6.36899995803833,6.3831000328063965,6.361499786376953,6.36899995803833,6.36899995803833,0.8196719884872437,0.8217329978942871,0.8125879764556885,0.8196719884872437,0.8196719884872437
2021-06-02,6.349999904632568,6.360000133514404,6.25,6.269999980926514,5.749505519866943,520623910.0,34614.62109375,34706.6484375,34545.9609375,34600.37890625,34600.37890625,263810000.0,4206.81982421875,4217.3701171875,4198.27001953125,4208.1201171875,4208.1201171875,5833670000.0,3626.330078125,3629.2900390625,3584.60009765625,3597.139892578125,3597.139892578125,348600.0,5348.33984375,5352.64013671875,5266.7900390625,5289.97021484375,5289.97021484375,137800.0,6.38070011138916,6.389900207519531,6.372700214385986,6.38070011138916,6.38070011138916,0.8213599920272827,0.8225510120391846,0.8141930103302002,0.8213599920272827,0.8213599920272827
2021-06-03,6.269999980926514,6.329999923706055,6.230000019073486,6.260000228881836,5.740335941314697,432179136.0,34550.30859375,34667.41015625,34334.41015625,34577.0390625,34577.0390625,297380000.0,4191.43017578125,4204.39013671875,4167.93017578125,4192.85009765625,4192.85009765625,5587970000.0,3595.419921875,3618.510009765625,3584.2099609375,3584.2099609375,3584.2099609375,354200.0,5285.7099609375,5314.3701171875,5255.06982421875,5255.2900390625,5255.2900390625,142000.0,6.380099773406982,6.4028000831604,6.375800132751465,6.380099773406982,6.380099773406982,0.8213459849357605,0.8243889808654785,0.813959002494812,0.8213459849357605,0.8213459849357605
2021-06-04,6.179999828338623,6.179999828338623,6.059999942779541,6.079999923706055,5.665785789489746,607995880.0,34618.69140625,34772.12109375,34618.69140625,34756.390625,34756.390625,270050000.0,4206.0498046875,4233.4501953125,4206.0498046875,4229.89013671875,4229.89013671875,4139790000.0,3565.469970703125,3618.800048828125,3561.889892578125,3591.840087890625,3591.840087890625,330900.0,5228.27978515625,5334.490234375,5221.22998046875,5282.27978515625,5282.27978515625,144700.0,6.402699947357178,6.411099910736084,6.392300128936768,6.402699947357178,6.402699947357178,0.824416995048523,0.8253499865531921,0.8205159902572632,0.8243759870529175,0.8243759870529175
2021-06-07,6.070000171661377,6.130000114440918,6.03000020980835,6.110000133514404,5.693741798400879,445870466.0,34766.19921875,34820.91015625,34574.51171875,34630.23828125,34630.23828125,259120000.0,4229.33984375,4232.33984375,4215.66015625,4226.52001953125,4226.52001953125,4476920000.0,3597.139892578125,3600.3798828125,3581.89990234375,3599.5400390625,3599.5400390625,303700.0,5284.89013671875,5286.83984375,5242.9501953125,5277.6298828125,5277.6298828125,127700.0,6.3942999839782715,6.401700019836426,6.38539981842041,6.3942999839782715,6.3942999839782715,0.8234090209007263,0.8242059946060181,0.8190990090370178,0.8234279751777649,0.8234279751777649
2021-06-08,6.099999904632568,6.099999904632568,6.019999980926514,6.039999961853027,5.62851095199585,485860609.0,34645.83984375,34665.37890625,34452.94140625,34599.8203125,34599.8203125,289440000.0,4233.81005859375,4236.740234375,4208.41015625,4227.259765625,4227.259765625,4659620000.0,3598.75,3621.52001953125,3563.25,3580.110107421875,3580.110107421875,304500.0,5276.97021484375,5319.0400390625,5201.14013671875,5232.1201171875,5232.1201171875,130600.0,6.396299839019775,6.399499893188477,6.382900238037109,6.396299839019775,6.396299839019775,0.8234230279922485,0.8238009810447693,0.8180270195007324,0.8234230279922485,0.8234230279922485
2021-06-09,6.039999961853027,6.130000114440918,6.019999980926514,6.059999942779541,5.647148132324219,496517258.0,34626.16015625,34654.671875,34439.37109375,34447.140625,34447.140625,245100000.0,4232.990234375,4237.08984375,4218.740234375,4219.5498046875,4219.5498046875,4713260000.0,3576.800048828125,3598.7099609375,3572.639892578125,3591.39990234375,3591.39990234375,298300.0,5224.9501953125,5253.35986328125,5215.35009765625,5236.4501953125,5236.4501953125,121800.0,6.399499893188477,6.400000095367432,6.375199794769287,6.399499893188477,6.399499893188477,0.8237940073013306,0.8238589763641357,0.818996012210846,0.8237940073013306,0.8237940073013306
2021-06-10,6.03000020980835,6.050000190734863,5.920000076293945,5.940000057220459,5.535323619842529,824985758.0,34502.51171875,34737.7890625,34447.25,34466.23828125,34466.23828125,309310000.0,4228.56005859375,4249.740234375,4220.33984375,4239.18017578125,4239.18017578125,4408210000.0,3587.530029296875,3624.340087890625,3584.1298828125,3610.860107421875,3610.860107421875,318200.0,5236.47021484375,5299.52978515625,5229.52001953125,5271.47021484375,5271.47021484375,139000.0,6.386499881744385,6.394499778747559,6.3734002113342285,6.386499881744385,6.386499881744385,0.822098970413208,0.8231689929962158,0.8189780116081238,0.822098970413208,0.822098970413208
2021-06-11,5.920000076293945,6.130000114440918,5.820000171661377,6.119999885559082,5.703060626983643,1002002740.0,34499.80859375,34618.08984375,34328.6484375,34479.6015625,34479.6015625,260840000.0,4242.89990234375,4248.3798828125,4232.25,4247.43994140625,4247.43994140625,3815010000.0,3614.110107421875,3614.39990234375,3587.14990234375,3589.75,3589.75,360600.0,5275.75,5276.10009765625,5213.60009765625,5224.7001953125,5224.7001953125,180800.0,6.392300128936768,6.397900104522705,6.376500129699707,6.392300128936768,6.392300128936768,0.8227789998054504,0.8235229849815369,0.8182950019836426,0.8227789998054504,0.8227789998054504
2021-06-15,6.130000114440918,6.159999847412109,6.039999961853027,6.110000133514404,5.693741798400879,606010107.0,34397.1015625,34420.37890625,34199.16015625,34299.328125,34299.328125,272430000.0,4255.27978515625,4257.16015625,4238.35009765625,4246.58984375,4246.58984375,4048940000.0,3587.469970703125,3592.949951171875,3547.18994140625,3556.56005859375,3556.56005859375,349200.0,5218.56005859375,5225.5,5137.41015625,5166.56005859375,5166.56005859375,142900.0,6.397200107574463,6.406300067901611,6.393099784851074,6.397200107574463,6.397200107574463,0.8233209848403931,0.8243659734725952,0.8173940181732178,0.8233209848403931,0.8233209848403931
2021-06-16,6.099999904632568,6.170000076293945,6.050000190734863,6.059999942779541,5.647148132324219,544484722.0,34308.48046875,34333.25,33917.109375,34033.671875,34033.671875,347150000.0,4248.8701171875,4251.89013671875,4202.4501953125,4223.7001953125,4223.7001953125,4538350000.0,3556.7099609375,3561.090087890625,3513.56005859375,3518.330078125,3518.330078125,312600.0,5163.25,5164.52001953125,5076.02001953125,5080.490234375,5080.490234375,125100.0,6.40500020980835,6.40500020980835,6.392600059509277,6.40500020980835,6.40500020980835,0.8241440057754517,0.8242310285568237,0.8196809887886047,0.8241440057754517,0.8241440057754517
2021-06-17,6.050000190734863,6.090000152587891,5.960000038146973,6.059999942779541,5.647148132324219,510050817.0,34014.37890625,34091.7890625,33626.609375,33823.44921875,33823.44921875,354690000.0,4220.3701171875,4232.2900390625,4196.0498046875,4221.85986328125,4221.85986328125,5312680000.0,3508.320068359375,3534.199951171875,3507.35009765625,3525.60009765625,3525.60009765625,277200.0,5074.3798828125,5123.3701171875,5073.81982421875,5101.89013671875,5101.89013671875,120500.0,6.396699905395508,6.4481000900268555,6.396200180053711,6.396699905395508,6.396699905395508,0.8229939937591553,0.8295239806175232,0.8226450085639954,0.8230149745941162,0.8230149745941162
2021-06-18,6.079999923706055,6.340000152587891,6.079999923706055,6.300000190734863,5.870798110961914,1332380970.0,33622.69921875,33622.69921875,33271.9296875,33290.078125,33290.078125,563920000.0,4204.77978515625,4204.77978515625,4164.39990234375,4166.4501953125,4166.4501953125,6817010000.0,3520.5,3535.6201171875,3503.179931640625,3525.10009765625,3525.10009765625,296700.0,5104.93017578125,5128.02978515625,5064.919921875,5102.47021484375,5102.47021484375,148600.0,6.447700023651123,6.452099800109863,6.429200172424316,6.447400093078613,6.447400093078613,0.8294100165367126,0.8302140235900879,0.8236150145530701,0.8294100165367126,0.8294100165367126
2021-06-21,6.28000020980835,6.289999961853027,6.139999866485596,6.21999979019165,5.796247482299805,806138527.0,33312.0703125,33908.08984375,33312.0703125,33876.96875,33876.96875,317260000.0,4173.39990234375,4226.240234375,4173.39990234375,4224.7900390625,4224.7900390625,4128950000.0,3515.5,3540.300048828125,3504.010009765625,3529.179931640625,3529.179931640625,280900.0,5088.08984375,5123.77978515625,5058.56982421875,5090.39013671875,5090.39013671875,132200.0,6.452099800109863,6.470300197601318,6.4471001625061035,6.452099800109863,6.452099800109863,0.8301960229873657,0.8323299884796143,0.8258600234985352,0.8301929831504822,0.8301929831504822
2021-06-22,6.269999980926514,6.429999828338623,6.260000228881836,6.340000152587891,5.9080729484558105,817262548.0,33872.55859375,34040.69921875,33751.05859375,33945.578125,33945.578125,284130000.0,4224.60986328125,4255.83984375,4217.27001953125,4246.43994140625,4246.43994140625,3828390000.0,3539.7900390625,3560.18994140625,3536.81005859375,3557.409912109375,3557.409912109375,307500.0,5106.06982421875,5125.81982421875,5086.27978515625,5122.16015625,5122.16015625,130400.0,6.46589994430542,6.480299949645996,6.454599857330322,6.46589994430542,6.46589994430542,0.8317649960517883,0.8334479928016663,0.8250390291213989,0.8317649960517883,0.8317649960517883
2021-06-23,6.300000190734863,6.409999847412109,6.289999961853027,6.360000133514404,5.92671012878418,561192737.0,33948.5390625,34009.3984375,33869.828125,33874.23828125,33874.23828125,255280000.0,4249.27001953125,4256.60009765625,4241.43017578125,4241.83984375,4241.83984375,3730350000.0,3559.39990234375,3577.469970703125,3549.85009765625,3566.219970703125,3566.219970703125,310700.0,5127.18994140625,5171.02978515625,5109.759765625,5147.39013671875,5147.39013671875,136400.0,6.480299949645996,6.488699913024902,6.4629998207092285,6.480299949645996,6.480299949645996,0.8334590196609497,0.8342490196228027,0.8322759866714478,0.8334109783172607,0.8334109783172607
2021-06-24,6.360000133514404,6.389999866485596,6.28000020980835,6.389999866485596,5.9546661376953125,549042911.0,33933.91015625,34233.01953125,33933.91015625,34196.8203125,34196.8203125,275870000.0,4256.97021484375,4271.27978515625,4256.97021484375,4266.490234375,4266.490234375,3816660000.0,3568.580078125,3570.489990234375,3548.820068359375,3566.64990234375,3566.64990234375,335400.0,5156.56005859375,5160.43017578125,5120.580078125,5155.97021484375,5155.97021484375,126700.0,6.4730000495910645,6.481200218200684,6.456099987030029,6.4730000495910645,6.4730000495910645,0.8326219916343689,0.8336529731750488,0.8276110291481018,0.8326219916343689,0.8326219916343689
2021-06-25,6.349999904632568,6.409999847412109,6.300000190734863,6.389999866485596,5.9546661376953125,519760504.0,34328.1015625,34501.01953125,34314.80078125,34433.83984375,34433.83984375,432550000.0,4274.4501953125,4286.1201171875,4271.16015625,4280.7001953125,4280.7001953125,7341450000.0,3567.3798828125,3614.300048828125,3564.52001953125,3607.56005859375,3607.56005859375,346100.0,5159.7998046875,5251.60986328125,5157.47998046875,5239.97021484375,5239.97021484375,154900.0,6.4710001945495605,6.471099853515625,6.450200080871582,6.4710001945495605,6.4710001945495605,0.8325549960136414,0.8327950239181519,0.8288859724998474,0.8325549960136414,0.8325549960136414
2021-06-28,6.389999866485596,6.409999847412109,6.309999942779541,6.329999923706055,5.898754119873047,469326419.0,34428.1015625,34449.6484375,34186.12890625,34283.26953125,34283.26953125,280280000.0,4284.89990234375,4292.14013671875,4274.669921875,4290.60986328125,4290.60986328125,4147890000.0,3612.25,3614.360107421875,3594.219970703125,3606.3701171875,3606.3701171875,321300.0,5253.60986328125,5260.64013671875,5226.22021484375,5251.759765625,5251.759765625,133200.0,6.446300029754639,6.463500022888184,6.4456000328063965,6.446300029754639,6.446300029754639,0.8295230269432068,0.8311359882354736,0.8269169926643372,0.8295230269432068,0.8295230269432068
2021-06-29,6.309999942779541,6.320000171661377,6.170000076293945,6.190000057220459,5.76829195022583,625383882.0,34338.890625,34469.828125,34266.828125,34292.2890625,34292.2890625,282360000.0,4293.2099609375,4300.52001953125,4287.0400390625,4291.7998046875,4291.7998046875,3707150000.0,3601.679931640625,3601.830078125,3570.530029296875,3573.179931640625,3573.179931640625,306100.0,5248.52001953125,5248.52001953125,5182.68017578125,5190.5400390625,5190.5400390625,125200.0,6.455100059509277,6.46750020980835,6.450399875640869,6.455100059509277,6.455100059509277,0.8305860161781311,0.832027018070221,0.8304849863052368,0.8305860161781311,0.8305860161781311
2021-06-30,6.210000038146973,6.309999942779541,6.210000038146973,6.239999771118164,5.814885139465332,412578818.0,34290.73828125,34553.16015625,34245.48046875,34502.51171875,34502.51171875,295560000.0,4290.64990234375,4302.43017578125,4287.9599609375,4297.5,4297.5,4266040000.0,3572.6201171875,3594.1201171875,3569.5,3591.199951171875,3591.199951171875,268200.0,5189.3798828125,5231.43017578125,5186.6298828125,5224.0400390625,5224.0400390625,103800.0,6.463099956512451,6.463099956512451,6.444799900054932,6.463099956512451,6.463099956512451,0.831525981426239,0.8315460085868835,0.8268020153045654,0.8314880132675171,0.8314880132675171
2021-07-01,6.239999771118164,6.260000228881836,6.050000190734863,6.070000171661377,5.656467437744141,569841364.0,34507.3203125,34640.28125,34498.8515625,34633.53125,34633.53125,268280000.0,4300.72998046875,4320.66015625,4300.72998046875,4319.93994140625,4319.93994140625,3788230000.0,3600.550048828125,3607.699951171875,3573.93994140625,3588.780029296875,3588.780029296875,291900.0,5241.2001953125,5252.259765625,5190.8798828125,5229.66015625,5229.66015625,127200.0,6.456200122833252,6.468100070953369,6.454400062561035,6.456200122833252,6.456200122833252,0.8305469751358032,0.8319720029830933,0.828046977519989,0.8305469751358032,0.8305469751358032
2021-07-02,6.050000190734863,6.099999904632568,5.989999771118164,6.03000020980835,5.619192123413086,422538669.0,34642.421875,34821.9296875,34613.48828125,34786.3515625,34786.3515625,301860000.0,4326.60009765625,4355.43017578125,4326.60009765625,4352.33984375,4352.33984375,3225840000.0,3569.889892578125,3569.889892578125,3514.340087890625,3518.760009765625,3518.760009765625,291900.0,5186.66015625,5186.66015625,5074.35986328125,5081.1201171875,5081.1201171875,130400.0,6.467599868774414,6.483799934387207,6.463500022888184,6.467599868774414,6.467599868774414,0.8318560123443604,0.8337249755859375,0.8273239731788635,0.8318560123443604,0.8318560123443604
2021-07-05,6.019999980926514,6.059999942779541,5.949999809265137,6.039999961853027,5.62851095199585,406545975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3516.919921875,3534.320068359375,3510.580078125,3534.320068359375,3534.320068359375,288100.0,5073.77978515625,5098.22998046875,5048.0,5085.7900390625,5085.7900390625,131200.0,6.472099781036377,6.472099781036377,6.454500198364258,6.472099781036377,6.472099781036377,0.8328580260276794,0.8328580260276794,0.8254119753837585,0.8324620127677917,0.8324620127677917
2021-07-06,6.03000020980835,6.170000076293945,5.949999809265137,6.159999847412109,5.740335464477539,635890711.0,34790.16015625,34814.19921875,34358.421875,34577.37109375,34577.37109375,348430000.0,4356.4599609375,4356.4599609375,4314.3701171875,4343.5400390625,4343.5400390625,4309570000.0,3533.1298828125,3538.35009765625,3496.929931640625,3530.260009765625,3530.260009765625,314100.0,5089.77978515625,5092.2099609375,5028.509765625,5083.10009765625,5083.10009765625,140700.0,6.462800025939941,6.4781999588012695,6.452700138092041,6.462800025939941,6.462800025939941,0.8310689926147461,0.8331789970397949,0.8264660239219666,0.8310689926147461,0.8310689926147461
2021-07-07,6.130000114440918,6.179999828338623,6.059999942779541,6.170000076293945,5.749654769897461,523619083.0,34604.171875,34708.78125,34435.58984375,34681.7890625,34681.7890625,302700000.0,4351.009765625,4361.8798828125,4329.7900390625,4358.1298828125,4358.1298828125,4037380000.0,3508.590087890625,3557.8798828125,3504.469970703125,3553.719970703125,3553.719970703125,318800.0,5052.419921875,5152.77001953125,5045.41015625,5140.490234375,5140.490234375,148500.0,6.478300094604492,6.479100227355957,6.455399990081787,6.478099822998047,6.478099822998047,0.8331140279769897,0.8331559896469116,0.827663004398346,0.8331260085105896,0.8331260085105896
